idLog,idPersona,zona1,zona2,zona3,zona4
919,8,0,0,1.32,1.4
920,1,0,0,3.55,1.02
921,4,0,0,0,2.62
922,6,0,0,0.92,2.47
923,8,0,0,1.32,1.42
924,1,0,0,3.55,1.03
925,4,0,0,0,2.64
926,6,0,0,0.93,2.47
927,8,0,0,1.32,1.43
928,1,0,0,3.55,1.05
929,4,0,0,0,2.65
930,6,0,0,0.95,2.47
931,8,0,0,1.32,1.45
932,1,0,0,3.55,1.07
933,4,0,0,0,2.67
934,6,0,0,0.97,2.47
935,8,0,0,1.32,1.47
936,1,0,0,3.55,1.08
937,4,0,0,0,2.69
938,6,0,0,0.98,2.47
939,8,0,0,1.32,1.48
940,1,0,0,3.55,1.1
941,4,0,0,0,2.7
942,6,0,0,1.0,2.47
943,8,0,0,1.32,1.5
944,1,0,0,3.55,1.12
945,4,0,0,0,2.72
946,6,0,0,1.02,2.47
947,8,0,0,1.32,1.52
948,1,0,0,3.55,1.13
949,4,0,0,0,2.74
950,6,0,0,1.03,2.47
951,8,0,0,1.32,1.53
952,1,0,0,3.55,1.15
953,4,0,0,0,2.75
954,6,0,0,1.05,2.47
955,8,0,0,1.32,1.55
956,1,0,0,3.55,1.17
957,4,0,0,0,2.77
958,6,0,0,1.07,2.47
959,8,0,0,1.32,1.57
960,1,0,0,3.55,1.18
961,4,0,0,0,2.79
962,6,0,0,1.08,2.47
963,8,0,0,1.32,1.58
964,1,0,0,3.55,1.2
965,4,0,0,0,2.8
966,6,0,0,1.1,2.47
967,8,0,0,1.32,1.6
968,1,0,0,3.55,1.22
969,4,0,0,0,2.82
970,6,0,0,1.12,2.47
971,8,0,0,1.32,1.62
972,1,0,0,3.55,1.23
973,4,0,0,0,2.84
974,6,0,0,1.13,2.47
975,8,0,0,1.32,1.63
976,1,0,0,3.55,1.25
977,4,0,0,0,2.85
978,6,0,0,1.15,2.47
979,8,0,0,1.32,1.65
980,1,0,0,3.55,1.27
981,4,0,0,0,2.87
982,6,0,0,1.17,2.47
983,8,0,0,1.32,1.67
984,1,0,0,3.55,1.28
985,4,0,0,0,2.89
986,6,0,0,1.18,2.47
987,8,0,0,1.32,1.69
988,1,0,0,3.55,1.3
989,4,0,0,0,2.9
990,6,0,0,1.2,2.47
991,8,0,0,1.32,1.7
992,1,0,0,3.55,1.32
993,4,0,0,0,2.92
994,6,0,0,1.22,2.47
995,8,0,0,1.32,1.72
996,1,0,0,3.55,1.33
997,4,0,0,0,2.94
998,6,0,0,1.23,2.47
999,8,0,0,1.32,1.74
1000,1,0,0,3.55,1.35
1001,4,0,0,0,2.95
1002,6,0,0,1.25,2.47
1003,8,0,0,1.32,1.75
1004,1,0,0,3.55,1.37
1005,4,0,0,0,2.97
1006,6,0,0,1.27,2.47
1007,8,0,0,1.32,1.77
1008,1,0,0,3.55,1.38
1009,4,0,0,0,2.99
1010,6,0,0,1.28,2.47
1011,8,0,0,1.32,1.79
1012,1,0,0,3.55,1.4
1013,4,0,0,0,3.0
1014,8,0,0,1.32,1.8
1015,4,0,0,0,3.02
1016,8,0,0,1.32,1.82
1017,4,0,0,0,3.04
1018,8,0,0,1.32,1.84
1019,4,0,0,0,3.05
1020,8,0,0,1.32,1.85
1021,4,0,0,0,3.07
1022,8,0,0,1.32,1.87
1023,4,0,0,0,3.09
1024,8,0,0,1.32,1.89
1025,4,0,0,0,3.1
1026,8,0,0,1.32,1.9
1027,4,0,0,0,3.12
1028,8,0,0,1.32,1.92
1029,4,0,0,0,3.14
1030,8,0,0,1.32,1.94
1031,4,0,0,0,3.15
1032,6,0,0,1.3,2.47
1033,8,0,0,1.32,1.95
1034,4,0,0,0,3.17
1035,6,0,0,1.32,2.47
1036,8,0,0,1.32,1.97
1037,4,0,0,0,3.19
1038,6,0,0,1.33,2.47
1039,8,0,0,1.32,1.99
1040,4,0,0,0,3.2
1041,6,0,0,1.35,2.47
1042,8,0,0,1.32,2.0
1043,4,0,0,0,3.22
1044,8,0,0,1.32,2.02
1045,4,0,0,0,3.24
1046,8,0,0,1.32,2.04
1047,4,0,0,0,3.25
1048,8,0,0,1.32,2.05
1049,4,0,0,0,3.27
1050,8,0,0,1.32,2.07
1051,4,0,0,0,3.29
1052,1,0,0,3.55,1.42
1053,8,0,0,1.32,2.09
1054,4,0,0,0,3.3
1055,1,0,0,3.55,1.43
1056,8,0,0,1.32,2.1
1057,4,0,0,0,3.32
1058,1,0,0,3.55,1.45
1059,8,0,0,1.32,2.12
1060,4,0,0,0,3.34
1061,1,0,0,3.55,1.47
1062,8,0,0,1.32,2.14
1063,4,0,0,0,3.35
1064,1,0,0,3.55,1.48
1065,8,0,0,1.32,2.15
1066,4,0,0,0,3.37
1067,1,0,0,3.55,1.5
1068,8,0,0,1.32,2.17
1069,4,0,0,0,3.39
1070,1,0,0,3.55,1.52
1071,8,0,0,1.32,2.19
1072,4,0,0,0,3.4
1073,1,0,0,3.55,1.53
1074,8,0,0,1.32,2.2
1075,4,0,0,0,3.42
1076,1,0,0,3.55,1.55
1077,8,0,0,1.32,2.22
1078,4,0,0,0,3.44
1079,1,0,0,3.55,1.57
1080,8,0,0,1.32,2.24
1081,4,0,0,0,3.45
1082,1,0,0,3.55,1.58
1083,6,0,0,1.37,2.47
1084,8,0,0,1.32,2.25
1085,4,0,0,0,3.47
1086,1,0,0,3.55,1.6
1087,6,0,0,1.38,2.47
1088,8,0,0,1.32,2.27
1089,4,0,0,0,3.49
1090,1,0,0,3.55,1.62
1091,6,0,0,1.4,2.47
1092,8,0,0,1.32,2.29
1093,4,0,0,0,3.5
1094,1,0,0,3.55,1.63
1095,6,0,0,1.42,2.47
1096,8,0,0,1.32,2.3
1097,4,0,0,0,3.52
1098,1,0,0,3.55,1.65
1099,6,0,0,1.43,2.47
1100,8,0,0,1.32,2.32
1101,4,0,0,0,3.54
1102,1,0,0,3.55,1.67
1103,6,0,0,1.45,2.47
1104,8,0,0,1.32,2.34
1105,4,0,0,0,3.55
1106,1,0,0,3.55,1.69
1107,6,0,0,1.47,2.47
1108,8,0,0,1.32,2.35
1109,4,0,0,0,3.57
1110,1,0,0,3.55,1.7
1111,6,0,0,1.48,2.47
1112,8,0,0,1.32,2.37
1113,4,0,0,0,3.59
1114,1,0,0,3.55,1.72
1115,6,0,0,1.5,2.47
1116,8,0,0,1.32,2.39
1117,4,0,0,0,3.6
1118,1,0,0,3.55,1.74
1119,6,0,0,1.52,2.47
1120,8,0,0,1.32,2.4
1121,4,0,0,0,3.62
1122,1,0,0,3.55,1.75
1123,6,0,0,1.53,2.47
1124,8,0,0,1.32,2.42
1125,4,0,0,0,3.64
1126,1,0,0,3.55,1.77
1127,6,0,0,1.55,2.47
1128,8,0,0,1.32,2.44
1129,4,0,0,0,3.65
1130,1,0,0,3.55,1.79
1131,6,0,0,1.57,2.47
1132,8,0,0,1.32,2.45
1133,4,0,0,0,3.67
1134,1,0,0,3.55,1.8
1135,6,0,0,1.58,2.47
1136,8,0,0,1.32,2.47
1137,4,0,0,0,3.69
1138,1,0,0,3.55,1.82
1139,6,0,0,1.6,2.47
1140,8,0,0,1.32,2.49
1141,4,0,0,0,3.7
1142,1,0,0,3.55,1.84
1143,6,0,0,1.62,2.47
1144,8,0,0,1.32,2.5
1145,4,0,0,0,3.72
1146,1,0,0,3.55,1.85
1147,6,0,0,1.63,2.47
1148,8,0,0,1.32,2.52
1149,4,0,0,0.02,3.72
1150,1,0,0,3.55,1.87
1151,6,0,0,1.65,2.47
1152,8,0,0,1.32,2.54
1153,4,0,0,0.03,3.72
1154,1,0,0,3.55,1.89
1155,6,0,0,1.67,2.47
1156,8,0,0,1.32,2.55
1157,4,0,0,0.05,3.72
1158,1,0,0,3.55,1.9
1159,6,0,0,1.69,2.47
1160,8,0,0,1.32,2.57
1161,4,0,0,0.07,3.72
1162,1,0,0,3.55,1.92
1163,6,0,0,1.7,2.47
1164,8,0,0,1.32,2.59
1165,4,0,0,0.08,3.72
1166,1,0,0,3.55,1.94
1167,6,0,0,1.72,2.47
1168,8,0,0,1.32,2.6
1169,4,0,0,0.1,3.72
1170,1,0,0,3.55,1.95
1171,6,0,0,1.74,2.47
1172,8,0,0,1.32,2.62
1173,4,0,0,0.12,3.72
1174,1,0,0,3.55,1.97
1175,6,0,0,1.75,2.47
1176,8,0,0,1.32,2.64
1177,4,0,0,0.13,3.72
1178,1,0,0,3.55,1.99
1179,6,0,0,1.77,2.47
1180,8,0,0,1.32,2.65
1181,4,0,0,0.15,3.72
1182,1,0,0,3.55,2.0
1183,6,0,0,1.79,2.47
1184,8,0,0,1.32,2.67
1185,4,0,0,0.17,3.72
1186,1,0,0,3.55,2.02
1187,6,0,0,1.8,2.47
1188,8,0,0,1.32,2.69
1189,4,0,0,0.18,3.72
1190,1,0,0,3.55,2.04
1191,6,0,0,1.82,2.47
1192,8,0,0,1.32,2.7
1193,4,0,0,0.2,3.72
1194,1,0,0,3.55,2.05
1195,6,0,0,1.84,2.47
1196,8,0,0,1.32,2.72
1197,4,0,0,0.22,3.72
1198,1,0,0,3.55,2.07
1199,6,0,0,1.85,2.47
1200,8,0,0,1.32,2.74
1201,4,0,0,0.23,3.72
1202,1,0,0,3.55,2.09
1203,6,0,0,1.87,2.47
1204,8,0,0,1.32,2.75
1205,4,0,0,0.25,3.72
1206,1,0,0,3.55,2.1
1207,6,0,0,1.89,2.47
1208,8,0,0,1.32,2.77
1209,4,0,0,0.27,3.72
1210,1,0,0,3.55,2.12
1211,6,0,0,1.9,2.47
1212,8,0,0,1.32,2.79
1213,4,0,0,0.28,3.72
1214,1,0,0,3.55,2.14
1215,6,0,0,1.92,2.47
1216,8,0,0,1.32,2.8
1217,4,0,0,0.28,3.74
1218,1,0,0,3.55,2.15
1219,6,0,0,1.94,2.47
1220,8,0,0,1.32,2.82
1221,4,0,0,0.28,3.75
1222,1,0,0,3.55,2.17
1223,6,0,0,1.95,2.47
1224,8,0,0,1.32,2.84
1225,4,0,0,0.28,3.77
1226,1,0,0,3.55,2.19
1227,6,0,0,1.97,2.47
1228,8,0,0,1.32,2.85
1229,4,0,0,0.28,3.79
1230,1,0,0,3.55,2.2
1231,6,0,0,1.99,2.47
1232,8,0,0,1.32,2.87
1233,4,0,0,0.28,3.8
1234,1,0,0,3.55,2.22
1235,6,0,0,2.0,2.47
1236,8,0,0,1.32,2.89
1237,4,0,0,0.28,3.82
1238,1,0,0,3.55,2.24
1239,6,0,0,2.02,2.47
1240,8,0,0,1.32,2.9
1241,4,0,0,0.28,3.84
1242,1,0,0,3.55,2.25
1243,6,0,0,2.04,2.47
1244,8,0,0,1.32,2.92
1245,4,0,0,0.28,3.85
1246,1,0,0,3.55,2.27
1247,6,0,0,2.05,2.47
1248,8,0,0,1.32,2.94
1249,4,0,0,0.28,3.87
1250,1,0,0,3.55,2.29
1251,6,0,0,2.07,2.47
1252,8,0,0,1.32,2.95
1253,4,0,0,0.28,3.89
1254,1,0,0,3.55,2.3
1255,6,0,0,2.09,2.47
1256,8,0,0,1.32,2.97
1257,4,0,0,0.28,3.9
1258,1,0,0,3.55,2.32
1259,6,0,0,2.1,2.47
1260,8,0,0,1.32,2.99
1261,4,0,0,0.28,3.92
1262,1,0,0,3.55,2.34
1263,6,0,0,2.12,2.47
1264,8,0,0,1.32,3.0
1265,4,0,0,0.28,3.94
1266,1,0,0,3.55,2.35
1267,6,0,0,2.14,2.47
1268,8,0,0,1.32,3.02
1269,4,0,0,0.28,3.95
1270,1,0,0,3.55,2.37
1271,6,0,0,2.15,2.47
1272,8,0,0,1.32,3.04
1273,4,0,0,0.28,3.97
1274,1,0,0,3.55,2.39
1275,6,0,0,2.17,2.47
1276,8,0,0,1.32,3.05
1277,4,0,0,0.28,3.99
1278,1,0,0,3.55,2.4
1279,6,0,0,2.19,2.47
1280,8,0,0,1.32,3.07
1281,4,0,0,0.28,4.0
1282,1,0,0,3.55,2.42
1283,6,0,0,2.2,2.47
1284,8,0,0,1.32,3.09
1285,4,0,0,0.28,4.02
1286,1,0,0,3.55,2.44
1287,6,0,0,2.22,2.47
1288,8,0,0,1.32,3.1
1289,4,0,0,0.28,4.04
1290,1,0,0,3.55,2.45
1291,6,0,0,2.24,2.47
1292,8,0,0,1.32,3.12
1293,4,0,0,0.28,4.05
1294,1,0,0,3.55,2.47
1295,6,0,0,2.25,2.47
1296,8,0,0,1.32,3.14
1297,4,0,0,0.28,4.07
1298,1,0,0,3.55,2.49
1299,6,0,0,2.27,2.47
1300,8,0,0,1.32,3.15
1301,4,0,0,0.28,4.09
1302,1,0,0,3.55,2.5
1303,6,0,0,2.29,2.47
1304,8,0,0,1.32,3.17
1305,4,0,0,0.28,4.1
1306,1,0,0,3.55,2.52
1307,6,0,0,2.3,2.47
1308,8,0,0,1.32,3.19
1309,4,0,0,0.28,4.12
1310,1,0,0,3.55,2.54
1311,6,0,0,2.32,2.47
1312,8,0,0,1.32,3.2
1313,4,0,0,0.28,4.14
1314,1,0,0,3.55,2.55
1315,6,0,0,2.34,2.47
1316,8,0,0,1.32,3.22
1317,1,0,0,3.55,2.57
1318,6,0,0,2.35,2.47
1319,8,0,0,1.32,3.24
1320,1,0,0,3.55,2.59
1321,6,0,0,2.37,2.47
1322,8,0,0,1.32,3.25
1323,1,0,0,3.55,2.6
1324,6,0,0,2.39,2.47
1325,8,0,0,1.32,3.27
1326,1,0,0,3.55,2.62
1327,6,0,0,2.4,2.47
1328,8,0,0,1.32,3.29
1329,1,0,0,3.55,2.64
1330,6,0,0,2.42,2.47
1331,8,0,0,1.32,3.3
1332,1,0,0,3.55,2.65
1333,6,0,0,2.44,2.47
1334,8,0,0,1.32,3.32
1335,1,0,0,3.55,2.67
1336,6,0,0,2.45,2.47
1337,8,0,0,1.32,3.34
1338,1,0,0,3.55,2.69
1339,6,0,0,2.47,2.47
1340,8,0,0,1.33,3.34
1341,1,0,0,3.55,2.7
1342,6,0,0,2.49,2.47
1343,8,0,0,1.35,3.34
1344,1,0,0,3.55,2.72
1345,6,0,0,2.5,2.47
1346,8,0,0,1.37,3.34
1347,1,0,0,3.55,2.74
1348,6,0,0,2.52,2.47
1349,8,0,0,1.38,3.34
1350,1,0,0,3.55,2.75
1351,6,0,0,2.54,2.47
1352,4,0,0,0.28,4.15
1353,8,0,0,1.4,3.34
1354,1,0,0,3.55,2.77
1355,6,0,0,2.55,2.47
1356,4,0,0,0.28,4.17
1357,8,0,0,1.42,3.34
1358,1,0,0,3.55,2.79
1359,6,0,0,2.57,2.47
1360,8,0,0,1.43,3.34
1361,1,0,0,3.55,2.8
1362,6,0,0,2.59,2.47
1363,8,0,0,1.45,3.34
1364,1,0,0,3.55,2.82
1365,6,0,0,2.6,2.47
1366,8,0,0,1.47,3.34
1367,1,0,0,3.55,2.84
1368,6,0,0,2.62,2.47
1369,8,0,0,1.48,3.34
1370,1,0,0,3.55,2.85
1371,6,0,0,2.64,2.47
1372,8,0,0,1.5,3.34
1373,1,0,0,3.55,2.87
1374,6,0,0,2.65,2.47
1375,8,0,0,1.52,3.34
1376,1,0,0,3.55,2.89
1377,6,0,0,2.67,2.47
1378,8,0,0,1.53,3.34
1379,1,0,0,3.55,2.9
1380,6,0,0,2.69,2.47
1381,8,0,0,1.55,3.34
1382,1,0,0,3.57,2.9
1383,6,0,0,2.7,2.47
1384,8,0,0,1.57,3.34
1385,1,0,0,3.59,2.9
1386,6,0,0,2.72,2.47
1387,4,0,0,0.28,4.19
1388,8,0,0,1.58,3.34
1389,1,0,0,3.6,2.9
1390,6,0,0,2.74,2.47
1391,4,0,0,0.28,4.2
1392,8,0,0,1.6,3.34
1393,1,0,0,3.62,2.9
1394,6,0,0,2.75,2.47
1395,4,0,0,0.28,4.22
1396,8,0,0,1.62,3.34
1397,1,0,0,3.64,2.9
1398,6,0,0,2.77,2.47
1399,4,0,0,0.28,4.24
1400,8,0,0,1.63,3.34
1401,1,0,0,3.65,2.9
1402,6,0,0,2.79,2.47
1403,4,0,0,0.28,4.25
1404,8,0,0,1.65,3.34
1405,1,0,0,3.67,2.9
1406,6,0,0,2.8,2.47
1407,4,0,0,0.28,4.27
1408,1,0,0,3.69,2.9
1409,6,0,0,2.82,2.47
1410,4,0,0,0.28,4.29
1411,1,0,0,3.7,2.9
1412,6,0,0,2.84,2.47
1413,4,0,0,0.28,4.3
1414,1,0,0,3.72,2.9
1415,6,0,0,2.85,2.47
1416,4,0,0,0.28,4.32
1417,1,0,0,3.74,2.9
1418,6,0,0,2.87,2.47
1419,4,0,0,0.28,4.34
1420,1,0,0,3.75,2.9
1421,6,0,0,2.89,2.47
1422,4,0,0,0.28,4.35
1423,1,0,0,3.77,2.9
1424,6,0,0,2.9,2.47
1425,4,0,0,0.28,4.37
1426,1,0,0,3.79,2.9
1427,6,0,0,2.92,2.47
1428,4,0,0,0.28,4.39
1429,1,0,0,3.8,2.9
1430,6,0,0,2.94,2.47
1431,4,0,0,0.28,4.4
1432,6,0,0,2.95,2.47
1433,4,0,0,0.28,4.42
1434,8,0,0,1.67,3.34
1435,6,0,0,2.97,2.47
1436,4,0,0,0.28,4.44
1437,8,0,0,1.69,3.34
1438,6,0,0,2.99,2.47
1439,4,0,0,0.28,4.45
1440,8,0,0,1.7,3.34
1441,6,0,0,3.0,2.47
1442,4,0,0,0.28,4.47
1443,1,0,0,3.82,2.9
1444,6,0,0,3.02,2.47
1445,4,0,0,0.28,4.49
1446,1,0,0,3.84,2.9
1447,4,0,0,0.28,4.5
1448,1,0,0,3.85,2.9
1449,4,0,0,0.28,4.52
1450,1,0,0,3.87,2.9
1451,4,0,0,0.28,4.54
1452,1,0,0,3.89,2.9
1453,4,0,0,0.28,4.55
1454,1,0,0,3.9,2.9
1455,4,0,0,0.28,4.57
1456,1,0,0,3.92,2.9
1457,4,0,0,0.28,4.59
1458,1,0,0,3.94,2.9
1459,8,0,0,1.72,3.34
1460,4,0,0,0.28,4.6
1461,1,0,0,3.95,2.9
1462,8,0,0,1.74,3.34
1463,4,0,0,0.28,4.62
1464,1,0,0,3.97,2.9
1465,8,0,0,1.75,3.34
1466,4,0,0,0.28,4.64
1467,1,0,0,3.99,2.9
1468,8,0,0,1.77,3.34
1469,4,0,0,0.28,4.65
1470,1,0,0,4.0,2.9
1471,8,0,0,1.79,3.34
1472,4,0,0,0.28,4.67
1473,1,0,0,4.02,2.9
1474,8,0,0,1.8,3.34
1475,4,0,0,0.28,4.69
1476,1,0,0,4.04,2.9
1477,8,0,0,1.82,3.34
1478,4,0,0,0.28,4.7
1479,1,0,0,4.05,2.9
1480,8,0,0,1.84,3.34
1481,4,0,0,0.28,4.72
1482,1,0,0,4.07,2.9
1483,8,0,0,1.85,3.34
1484,4,0,0,0.28,4.74
1485,1,0,0,4.09,2.9
1486,8,0,0,1.87,3.34
1487,4,0,0,0.28,4.75
1488,1,0,0,4.1,2.9
1489,8,0,0,1.89,3.34
1490,4,0,0,0.28,4.77
1491,1,0,0,4.12,2.9
1492,8,0,0,1.9,3.34
1493,4,0,0,0.28,4.79
1494,1,0,0,4.14,2.9
1495,8,0,0,1.92,3.34
1496,11,0,0,0.02,0
1497,4,0,0,0.28,4.8
1498,1,0,0,4.15,2.9
1499,8,0,0,1.94,3.34
1500,11,0,0,0.03,0
1501,4,0,0,0.28,4.82
1502,1,0,0,4.17,2.9
1503,8,0,0,1.95,3.34
1504,11,0,0,0.05,0
1505,4,0,0,0.28,4.84
1506,1,0,0,4.19,2.9
1507,8,0,0,1.97,3.34
1508,11,0,0,0.07,0
1509,4,0,0,0.28,4.85
1510,1,0,0,4.2,2.9
1511,8,0,0,1.99,3.34
1512,11,0,0,0.08,0
1513,4,0,0,0.28,4.87
1514,1,0,0,4.22,2.9
1515,8,0,0,2.0,3.34
1516,11,0,0,0.1,0
1517,4,0,0,0.28,4.89
1518,1,0,0,4.24,2.9
1519,8,0,0,2.02,3.34
1520,11,0,0,0.12,0
1521,4,0,0,0.28,4.9
1522,1,0,0,4.25,2.9
1523,8,0,0,2.04,3.34
1524,11,0,0,0.13,0
1525,4,0,0,0.28,4.92
1526,1,0,0,4.27,2.9
1527,8,0,0,2.05,3.34
1528,11,0,0,0.15,0
1529,4,0,0,0.28,4.94
1530,1,0,0,4.29,2.9
1531,8,0,0,2.07,3.34
1532,11,0,0,0.17,0
1533,4,0,0,0.28,4.95
1534,1,0,0,4.3,2.9
1535,8,0,0,2.09,3.34
1536,11,0,0,0.18,0
1537,4,0,0,0.28,4.97
1538,1,0,0,4.32,2.9
1539,8,0,0,2.1,3.34
1540,11,0,0,0.2,0
1541,4,0,0,0.28,4.99
1542,1,0,0,4.34,2.9
1543,8,0,0,2.12,3.34
1544,11,0,0,0.22,0
1545,4,0,0,0.28,5.0
1546,1,0,0,4.35,2.9
1547,8,0,0,2.14,3.34
1548,11,0,0,0.23,0
1549,4,0,0,0.28,5.02
1550,1,0,0,4.37,2.9
1551,8,0,0,2.15,3.34
1552,11,0,0,0.25,0
1553,4,0,0,0.28,5.04
1554,1,0,0,4.39,2.9
1555,8,0,0,2.17,3.34
1556,11,0,0,0.27,0
1557,4,0,0,0.28,5.06
1558,1,0,0,4.4,2.9
1559,8,0,0,2.19,3.34
1560,11,0,0,0.28,0
1561,4,0,0,0.28,5.07
1562,1,0,0,4.42,2.9
1563,8,0,0,2.2,3.34
1564,11,0,0,0.3,0
1565,4,0,0,0.28,5.09
1566,1,0,0,4.44,2.9
1567,8,0,0,2.22,3.34
1568,11,0,0,0.32,0
1569,4,0,0,0.28,5.11
1570,1,0,0,4.45,2.9
1571,8,0,0,2.24,3.34
1572,4,0,0,0.28,5.12
1573,1,0,0,4.47,2.9
1574,8,0,0,2.25,3.34
1575,4,0,0,0.28,5.14
1576,1,0,0,4.49,2.9
1577,8,0,0,2.27,3.34
1578,4,0,0,0.28,5.16
1579,1,0,0,4.5,2.9
1580,8,0,0,2.29,3.34
1581,4,0,0,0.28,5.17
1582,1,0,0,4.52,2.9
1583,8,0,0,2.3,3.34
1584,4,0,0,0.28,5.19
1585,1,0,0,4.54,2.9
1586,8,0,0,2.32,3.34
1587,4,0,0,0.28,5.21
1588,1,0,0,4.55,2.9
1589,8,0,0,2.34,3.34
1590,4,0,0,0.28,5.22
1591,1,0,0,4.57,2.9
1592,8,0,0,2.35,3.34
1593,4,0,0,0.3,5.22
1594,1,0,0,4.59,2.9
1595,8,0,0,2.37,3.34
1596,11,0,0,0.32,0.02
1597,4,0,0,0.32,5.22
1598,1,0,0,4.6,2.9
1599,8,0,0,2.39,3.34
1600,11,0,0,0.32,0.03
1601,4,0,0,0.33,5.22
1602,1,0,0,4.62,2.9
1603,8,0,0,2.4,3.34
1604,11,0,0,0.32,0.05
1605,4,0,0,0.35,5.22
1606,1,0,0,4.64,2.9
1607,8,0,0,2.42,3.34
1608,11,0,0,0.32,0.07
1609,4,0,0,0.37,5.22
1610,1,0,0,4.65,2.9
1611,8,0,0,2.44,3.34
1612,11,0,0,0.32,0.08
1613,4,0,0,0.38,5.22
1614,1,0,0,4.67,2.9
1615,8,0,0,2.45,3.34
1616,11,0,0,0.32,0.1
1617,4,0,0,0.4,5.22
1618,1,0,0,4.69,2.9
1619,8,0,0,2.47,3.34
1620,11,0,0,0.32,0.12
1621,4,0,0,0.42,5.22
1622,1,0,0,4.7,2.9
1623,8,0,0,2.49,3.34
1624,11,0,0,0.32,0.13
1625,4,0,0,0.43,5.22
1626,1,0,0,4.72,2.9
1627,8,0,0,2.5,3.34
1628,11,0,0,0.32,0.15
1629,4,0,0,0.45,5.22
1630,1,0,0,4.74,2.9
1631,8,0,0,2.52,3.34
1632,11,0,0,0.32,0.17
1633,4,0,0,0.47,5.22
1634,1,0,0,4.75,2.9
1635,8,0,0,2.54,3.34
1636,11,0,0,0.32,0.18
1637,4,0,0,0.48,5.22
1638,1,0,0,4.77,2.9
1639,8,0,0,2.55,3.34
1640,11,0,0,0.32,0.2
1641,4,0,0,0.5,5.22
1642,1,0,0,4.79,2.9
1643,8,0,0,2.57,3.34
1644,11,0,0,0.32,0.22
1645,4,0,0,0.52,5.22
1646,1,0,0,4.8,2.9
1647,8,0,0,2.59,3.34
1648,11,0,0,0.32,0.23
1649,4,0,0,0.53,5.22
1650,1,0,0,4.82,2.9
1651,8,0,0,2.6,3.34
1652,11,0,0,0.32,0.25
1653,4,0,0,0.55,5.22
1654,1,0,0,4.84,2.9
1655,8,0,0,2.62,3.34
1656,11,0,0,0.32,0.27
1657,4,0,0,0.57,5.22
1658,1,0,0,4.85,2.9
1659,8,0,0,2.64,3.34
1660,11,0,0,0.32,0.28
1661,4,0,0,0.58,5.22
1662,1,0,0,4.87,2.9
1663,8,0,0,2.65,3.34
1664,11,0,0,0.32,0.3
1665,4,0,0,0.6,5.22
1666,1,0,0,4.89,2.9
1667,8,0,0,2.67,3.34
1668,11,0,0,0.32,0.32
1669,4,0,0,0.62,5.22
1670,1,0,0,4.9,2.9
1671,8,0,0,2.69,3.34
1672,11,0,0,0.32,0.33
1673,4,0,0,0.63,5.22
1674,1,0,0,4.92,2.9
1675,8,0,0,2.7,3.34
1676,11,0,0,0.32,0.35
1677,4,0,0,0.65,5.22
1678,1,0,0,4.94,2.9
1679,8,0,0,2.72,3.34
1680,11,0,0,0.32,0.37
1681,4,0,0,0.67,5.22
1682,1,0,0,4.95,2.9
1683,8,0,0,2.74,3.34
1684,11,0,0,0.32,0.38
1685,4,0,0,0.68,5.22
1686,1,0,0,4.97,2.9
1687,8,0,0,2.75,3.34
1688,11,0,0,0.32,0.4
1689,4,0,0,0.7,5.22
1690,1,0,0,4.99,2.9
1691,8,0,0,2.77,3.34
1692,11,0,0,0.32,0.42
1693,4,0,0,0.72,5.22
1694,1,0,0,5.0,2.9
1695,8,0,0,2.79,3.34
1696,11,0,0,0.32,0.43
1697,4,0,0,0.73,5.22
1698,1,0,0,5.02,2.9
1699,8,0,0,2.8,3.34
1700,11,0,0,0.32,0.45
1701,4,0,0,0.75,5.22
1702,1,0,0,5.04,2.9
1703,8,0,0,2.82,3.34
1704,11,0,0,0.32,0.47
1705,4,0,0,0.77,5.22
1706,1,0,0,5.06,2.9
1707,8,0,0,2.84,3.34
1708,11,0,0,0.32,0.48
1709,4,0,0,0.78,5.22
1710,1,0,0,5.07,2.9
1711,8,0,0,2.85,3.34
1712,11,0,0,0.32,0.5
1713,4,0,0,0.8,5.22
1714,1,0,0,5.09,2.9
1715,8,0,0,2.87,3.34
1716,11,0,0,0.32,0.52
1717,4,0,0,0.82,5.22
1718,1,0,0,5.11,2.9
1719,8,0,0,2.89,3.34
1720,11,0,0,0.32,0.53
1721,4,0,0,0.83,5.22
1722,1,0,0,5.12,2.9
1723,8,0,0,2.9,3.34
1724,11,0,0,0.32,0.55
1725,4,0,0,0.85,5.22
1726,1,0,0,5.14,2.9
1727,8,0,0,2.92,3.34
1728,11,0,0,0.32,0.57
1729,4,0,0,0.87,5.22
1730,1,0,0,5.16,2.9
1731,8,0,0,2.94,3.34
1732,11,0,0,0.32,0.58
1733,4,0,0,0.88,5.22
1734,1,0,0,5.17,2.9
1735,8,0,0,2.95,3.34
1736,11,0,0,0.32,0.6
1737,4,0,0,0.9,5.22
1738,1,0,0,5.19,2.9
1739,8,0,0,2.97,3.34
1740,11,0,0,0.32,0.62
1741,4,0,0,0.92,5.22
1742,1,0,0,5.21,2.9
1743,8,0,0,2.99,3.34
1744,11,0,0,0.32,0.63
1745,4,0,0,0.93,5.22
1746,1,0,0,5.22,2.9
1747,8,0,0,3.0,3.34
1748,11,0,0,0.32,0.65
1749,4,0,0,0.95,5.22
1750,1,0,0,5.24,2.9
1751,8,0,0,3.02,3.34
1752,11,0,0,0.32,0.67
1753,4,0,0,0.97,5.22
1754,1,0,0,5.26,2.9
