idLog,idPersona,zona1,zona2,zona3,zona4
1755,8,0,0,3.04,3.34
1756,11,0,0,0.32,0.68
1757,4,0,0,0.98,5.22
1758,1,0,0,5.27,2.9
1759,8,0,0,3.05,3.34
1760,11,0,0,0.32,0.7
1761,4,0,0,1.0,5.22
1762,1,0,0,5.29,2.9
1763,11,0,0,0.32,0.72
1764,4,0,0,1.02,5.22
1765,1,0,0,5.31,2.9
1766,11,0,0,0.32,0.73
1767,4,0,0,1.03,5.22
1768,1,0,0,5.32,2.9
1769,11,0,0,0.32,0.75
1770,4,0,0,1.05,5.22
1771,1,0,0,5.34,2.9
1772,11,0,0,0.32,0.77
1773,4,0,0,1.07,5.22
1774,1,0,0,5.36,2.9
1775,11,0,0,0.32,0.78
1776,4,0,0,1.08,5.22
1777,1,0,0,5.37,2.9
1778,11,0,0,0.32,0.8
1779,4,0,0,1.1,5.22
1780,1,0,0,5.39,2.9
1781,11,0,0,0.32,0.82
1782,4,0,0,1.12,5.22
1783,1,0,0,5.41,2.9
1784,11,0,0,0.32,0.83
1785,4,0,0,1.13,5.22
1786,1,0,0,5.42,2.9
1787,11,0,0,0.32,0.85
1788,4,0,0,1.15,5.22
1789,1,0,0,5.44,2.9
1790,11,0,0,0.32,0.87
1791,4,0,0,1.17,5.22
1792,1,0,0,5.46,2.9
1793,11,0,0,0.32,0.88
1794,4,0,0,1.18,5.22
1795,1,0,0,5.47,2.9
1796,11,0,0,0.32,0.9
1797,4,0,0,1.2,5.22
1798,1,0,0,5.49,2.9
1799,11,0,0,0.32,0.92
1800,4,0,0,1.22,5.22
1801,1,0,0,5.51,2.9
1802,11,0,0,0.32,0.93
1803,4,0,0,1.23,5.22
1804,1,0,0,5.52,2.9
1805,11,0,0,0.32,0.95
1806,4,0,0,1.25,5.22
1807,1,0,0,5.54,2.9
1808,11,0,0,0.32,0.97
1809,4,0,0,1.27,5.22
1810,1,0,0,5.56,2.9
1811,11,0,0,0.32,0.98
1812,4,0,0,1.28,5.22
1813,11,0,0,0.32,1.0
1814,4,0,0,1.3,5.22
1815,11,0,0,0.32,1.02
1816,4,0,0,1.32,5.22
1817,11,0,0,0.32,1.03
1818,4,0,0,1.33,5.22
1819,11,0,0,0.32,1.05
1820,4,0,0,1.35,5.22
1821,11,0,0,0.32,1.07
1822,4,0,0,1.37,5.22
1823,11,0,0,0.32,1.08
1824,4,0,0,1.38,5.22
1825,11,0,0,0.32,1.1
1826,4,0,0,1.4,5.22
1827,11,0,0,0.32,1.12
1828,1,0,0,5.57,2.9
1829,4,0,0,1.42,5.22
1830,11,0,0,0.32,1.13
1831,1,0,0,5.59,2.9
1832,4,0,0,1.43,5.22
1833,11,0,0,0.32,1.15
1834,1,0,0,5.61,2.9
1835,4,0,0,1.45,5.22
1836,11,0,0,0.32,1.17
1837,1,0,0,5.62,2.9
1838,4,0,0,1.47,5.22
1839,11,0,0,0.32,1.18
1840,1,0,0,5.64,2.9
1841,4,0,0,1.48,5.22
1842,11,0,0,0.32,1.2
1843,1,0,0,5.66,2.9
1844,4,0,0,1.5,5.22
1845,11,0,0,0.32,1.22
1846,1,0,0,5.67,2.9
1847,4,0,0,1.52,5.22
1848,11,0,0,0.32,1.23
1849,1,0,0,5.69,2.9
1850,4,0,0,1.53,5.22
1851,11,0,0,0.32,1.25
1852,1,0,0,5.71,2.9
1853,4,0,0,1.55,5.22
1854,11,0,0,0.32,1.27
1855,1,0,0,5.72,2.9
1856,4,0,0,1.57,5.22
1857,11,0,0,0.32,1.28
1858,1,0,0,5.74,2.9
1859,4,0,0,1.58,5.22
1860,11,0,0,0.32,1.3
1861,1,0,0,5.76,2.9
1862,4,0,0,1.6,5.22
1863,11,0,0,0.32,1.32
1864,1,0,0,5.77,2.9
1865,4,0,0,1.62,5.22
1866,11,0,0,0.32,1.33
1867,1,0,0,5.79,2.9
1868,4,0,0,1.63,5.22
1869,11,0,0,0.32,1.35
1870,1,0,0,5.81,2.9
1871,4,0,0,1.65,5.22
1872,11,0,0,0.32,1.37
1873,1,0,0,5.82,2.9
1874,4,0,0,1.67,5.22
1875,11,0,0,0.32,1.38
1876,1,0,0,5.84,2.9
1877,4,0,0,1.69,5.22
1878,11,0,0,0.32,1.4
1879,1,0,0,5.86,2.9
1880,4,0,0,1.7,5.22
1881,11,0,0,0.32,1.42
1882,1,0,0,5.87,2.9
1883,4,0,0,1.72,5.22
1884,11,0,0,0.32,1.43
1885,1,0,0,5.89,2.9
1886,4,0,0,1.74,5.22
1887,11,0,0,0.32,1.45
1888,1,0,0,5.91,2.9
1889,4,0,0,1.75,5.22
1890,11,0,0,0.32,1.47
1891,1,0,0,5.92,2.9
1892,4,0,0,1.77,5.22
1893,11,0,0,0.32,1.48
1894,1,0,0,5.92,2.92
1895,4,0,0,1.79,5.22
1896,11,0,0,0.32,1.5
1897,1,0,0,5.92,2.94
1898,4,0,0,1.8,5.22
1899,11,0,0,0.32,1.52
1900,1,0,0,5.92,2.95
1901,4,0,0,1.82,5.22
1902,11,0,0,0.32,1.53
1903,1,0,0,5.92,2.97
1904,4,0,0,1.84,5.22
1905,11,0,0,0.32,1.55
1906,1,0,0,5.92,2.99
1907,4,0,0,1.85,5.22
1908,11,0,0,0.32,1.57
1909,1,0,0,5.92,3.0
1910,4,0,0,1.87,5.22
1911,11,0,0,0.32,1.58
1912,1,0,0,5.92,3.02
1913,4,0,0,1.89,5.22
1914,11,0,0,0.32,1.6
1915,1,0,0,5.92,3.04
1916,4,0,0,1.9,5.22
1917,11,0,0,0.32,1.62
1918,1,0,0,5.92,3.05
1919,4,0,0,1.92,5.22
1920,11,0,0,0.32,1.63
1921,1,0,0,5.92,3.07
1922,4,0,0,1.94,5.22
1923,11,0,0,0.32,1.65
1924,1,0,0,5.92,3.09
1925,4,0,0,1.95,5.22
1926,11,0,0,0.32,1.67
1927,1,0,0,5.92,3.1
1928,4,0,0,1.97,5.22
1929,11,0,0,0.32,1.69
1930,1,0,0,5.92,3.12
1931,4,0,0,1.99,5.22
1932,11,0,0,0.32,1.7
1933,1,0,0,5.92,3.14
1934,4,0,0,2.0,5.22
1935,11,0,0,0.32,1.72
1936,1,0,0,5.92,3.15
1937,4,0,0,2.02,5.22
1938,11,0,0,0.32,1.74
1939,1,0,0,5.92,3.17
1940,4,0,0,2.04,5.22
1941,11,0,0,0.32,1.75
1942,1,0,0,5.92,3.19
1943,4,0,0,2.05,5.22
1944,11,0,0,0.32,1.77
1945,1,0,0,5.92,3.2
1946,4,0,0,2.07,5.22
1947,11,0,0,0.32,1.79
1948,1,0,0,5.92,3.22
1949,4,0,0,2.09,5.22
1950,11,0,0,0.32,1.8
1951,1,0,0,5.92,3.24
1952,4,0,0,2.1,5.22
1953,11,0,0,0.32,1.82
1954,1,0,0,5.92,3.25
1955,4,0,0,2.12,5.22
1956,11,0,0,0.32,1.84
1957,1,0,0,5.92,3.27
1958,4,0,0,2.14,5.22
1959,11,0,0,0.32,1.85
1960,1,0,0,5.92,3.29
1961,4,0,0,2.15,5.22
1962,11,0,0,0.32,1.87
1963,1,0,0,5.92,3.3
1964,4,0,0,2.17,5.22
1965,11,0,0,0.32,1.89
1966,1,0,0,5.92,3.32
1967,4,0,0,2.19,5.22
1968,11,0,0,0.32,1.9
1969,4,0,0,2.2,5.22
1970,11,0,0,0.32,1.92
1971,4,0,0,2.22,5.22
1972,11,0,0,0.32,1.94
1973,4,0,0,2.24,5.22
1974,11,0,0,0.32,1.95
1975,4,0,0,2.25,5.22
1976,11,0,0,0.32,1.97
1977,4,0,0,2.27,5.22
1978,11,0,0,0.32,1.99
1979,4,0,0,2.29,5.22
1980,11,0,0,0.32,2.0
1981,12,0,0,0.02,0
1982,1,0,0,5.92,3.34
1983,4,0,0,2.3,5.22
1984,11,0,0,0.32,2.02
1985,12,0,0,0.03,0
1986,1,0,0,5.92,3.35
1987,4,0,0,2.32,5.22
1988,11,0,0,0.32,2.04
1989,12,0,0,0.05,0
1990,1,0,0,5.92,3.37
1991,4,0,0,2.34,5.22
1992,11,0,0,0.32,2.05
1993,12,0,0,0.07,0
1994,1,0,0,5.92,3.39
1995,4,0,0,2.35,5.22
1996,11,0,0,0.32,2.07
1997,12,0,0,0.08,0
1998,1,0,0,5.92,3.4
1999,4,0,0,2.37,5.22
2000,11,0,0,0.32,2.09
2001,12,0,0,0.1,0
2002,1,0,0,5.92,3.42
2003,4,0,0,2.39,5.22
2004,11,0,0,0.32,2.1
2005,12,0,0,0.12,0
2006,1,0,0,5.92,3.44
2007,4,0,0,2.4,5.22
2008,11,0,0,0.32,2.12
2009,12,0,0,0.13,0
2010,1,0,0,5.92,3.45
2011,4,0,0,2.42,5.22
2012,11,0,0,0.32,2.14
2013,12,0,0,0.15,0
2014,1,0,0,5.92,3.47
2015,4,0,0,2.44,5.22
2016,11,0,0,0.32,2.15
2017,12,0,0,0.17,0
2018,1,0,0,5.92,3.49
2019,4,0,0,2.45,5.22
2020,11,0,0,0.32,2.17
2021,12,0,0,0.18,0
2022,1,0,0,5.92,3.5
2023,4,0,0,2.47,5.22
2024,11,0,0,0.33,2.17
2025,12,0,0,0.2,0
2026,1,0,0,5.92,3.52
2027,4,0,0,2.49,5.22
2028,11,0,0,0.35,2.17
2029,12,0,0,0.22,0
2030,1,0,0,5.92,3.54
2031,11,0,0,0.37,2.17
2032,12,0,0,0.23,0
2033,1,0,0,5.92,3.55
2034,11,0,0,0.38,2.17
2035,12,0,0,0.25,0
2036,1,0,0,5.92,3.57
2037,11,0,0,0.4,2.17
2038,12,0,0,0.27,0
2039,1,0,0,5.92,3.59
2040,11,0,0,0.42,2.17
2041,12,0,0,0.28,0
2042,1,0,0,5.92,3.6
2043,11,0,0,0.43,2.17
2044,12,0,0,0.3,0
2045,1,0,0,5.92,3.62
2046,11,0,0,0.45,2.17
2047,12,0,0,0.32,0
2048,1,0,0,5.92,3.64
2049,11,0,0,0.47,2.17
2050,12,0,0,0.33,0
2051,1,0,0,5.92,3.65
2052,11,0,0,0.48,2.17
2053,12,0,0,0.35,0
2054,1,0,0,5.92,3.67
2055,11,0,0,0.5,2.17
2056,1,0,0,5.92,3.69
2057,11,0,0,0.52,2.17
2058,1,0,0,5.92,3.7
2059,12,0,0,0.37,0
2060,11,0,0,0.53,2.17
2061,1,0,0,5.92,3.72
2062,12,0,0,0.38,0
2063,4,0,0,2.5,5.22
2064,11,0,0,0.55,2.17
2065,1,0,0,5.92,3.74
2066,4,0,0,2.52,5.22
2067,11,0,0,0.57,2.17
2068,1,0,0,5.92,3.75
2069,4,0,0,2.54,5.22
2070,11,0,0,0.58,2.17
2071,1,0,0,5.92,3.77
2072,4,0,0,2.55,5.22
2073,11,0,0,0.6,2.17
2074,1,0,0,5.92,3.79
2075,4,0,0,2.57,5.22
2076,11,0,0,0.62,2.17
2077,1,0,0,5.92,3.8
2078,4,0,0,2.59,5.22
2079,11,0,0,0.63,2.17
2080,1,0,0,5.92,3.82
2081,4,0,0,2.6,5.22
2082,11,0,0,0.65,2.17
2083,1,0,0,5.92,3.84
2084,4,0,0,2.62,5.22
2085,11,0,0,0.67,2.17
2086,1,0,0,5.92,3.85
2087,4,0,0,2.64,5.22
2088,11,0,0,0.68,2.17
2089,1,0,0,5.92,3.87
2090,4,0,0,2.65,5.22
2091,11,0,0,0.7,2.17
2092,1,0,0,5.92,3.89
2093,4,0,0,2.67,5.22
2094,11,0,0,0.72,2.17
2095,1,0,0,5.92,3.9
2096,4,0,0,2.69,5.22
2097,11,0,0,0.73,2.17
2098,1,0,0,5.92,3.92
2099,4,0,0,2.7,5.22
2100,11,0,0,0.75,2.17
2101,1,0,0,5.92,3.94
2102,4,0,0,2.72,5.22
2103,11,0,0,0.77,2.17
2104,1,0,0,5.92,3.95
2105,4,0,0,2.74,5.22
2106,11,0,0,0.78,2.17
2107,1,0,0,5.92,3.97
2108,4,0,0,2.75,5.22
2109,11,0,0,0.8,2.17
2110,1,0,0,5.92,3.99
2111,4,0,0,2.77,5.22
2112,11,0,0,0.82,2.17
2113,1,0,0,5.92,4.0
2114,4,0,0,2.77,5.24
2115,13,0,0,0.02,0
2116,11,0,0,0.83,2.17
2117,1,0,0,5.92,4.02
2118,4,0,0,2.77,5.26
2119,13,0,0,0.03,0
2120,11,0,0,0.85,2.17
2121,1,0,0,5.92,4.04
2122,4,0,0,2.77,5.27
2123,13,0,0,0.05,0
2124,11,0,0,0.87,2.17
2125,1,0,0,5.92,4.05
2126,4,0,0,2.77,5.29
2127,13,0,0,0.07,0
2128,11,0,0,0.88,2.17
2129,1,0,0,5.92,4.07
2130,4,0,0,2.77,5.31
2131,13,0,0,0.08,0
2132,11,0,0,0.9,2.17
2133,1,0,0,5.92,4.09
2134,4,0,0,2.77,5.32
2135,13,0,0,0.1,0
2136,11,0,0,0.92,2.17
2137,1,0,0,5.92,4.1
2138,4,0,0,2.77,5.34
2139,13,0,0,0.12,0
2140,11,0,0,0.93,2.17
2141,1,0,0,5.92,4.12
2142,4,0,0,2.77,5.36
2143,13,0,0,0.13,0
2144,11,0,0,0.95,2.17
2145,1,0,0,5.92,4.14
2146,4,0,0,2.77,5.37
2147,13,0,0,0.15,0
2148,11,0,0,0.97,2.17
2149,1,0,0,5.92,4.15
2150,4,0,0,2.77,5.39
2151,13,0,0,0.17,0
2152,11,0,0,0.98,2.17
2153,1,0,0,5.92,4.17
2154,4,0,0,2.77,5.41
2155,13,0,0,0.18,0
2156,11,0,0,1.0,2.17
2157,1,0,0,5.92,4.19
2158,4,0,0,2.77,5.42
2159,13,0,0,0.2,0
2160,11,0,0,1.02,2.17
2161,1,0,0,5.92,4.2
2162,4,0,0,2.77,5.44
2163,13,0,0,0.22,0
2164,11,0,0,1.03,2.17
2165,1,0,0,5.92,4.22
2166,4,0,0,2.77,5.46
2167,13,0,0,0.23,0
2168,11,0,0,1.05,2.17
2169,1,0,0,5.92,4.24
2170,4,0,0,2.77,5.47
2171,13,0,0,0.25,0
2172,11,0,0,1.07,2.17
2173,1,0,0,5.92,4.25
2174,4,0,0,2.77,5.49
2175,13,0,0,0.27,0
2176,11,0,0,1.08,2.17
2177,1,0,0,5.92,4.27
2178,4,0,0,2.77,5.51
2179,13,0,0,0.28,0
2180,11,0,0,1.1,2.17
2181,1,0,0,5.92,4.29
2182,4,0,0,2.77,5.52
2183,13,0,0,0.3,0
2184,11,0,0,1.12,2.17
2185,1,0,0,5.92,4.3
2186,4,0,0,2.77,5.54
2187,13,0,0,0.32,0
2188,11,0,0,1.13,2.17
2189,1,0,0,5.92,4.32
2190,4,0,0,2.77,5.56
2191,13,0,0,0.33,0
2192,11,0,0,1.15,2.17
2193,1,0,0,5.92,4.34
2194,4,0,0,2.77,5.57
2195,13,0,0,0.35,0
2196,11,0,0,1.17,2.17
2197,1,0,0,5.92,4.35
2198,4,0,0,2.77,5.59
2199,13,0,0,0.37,0
2200,11,0,0,1.18,2.17
2201,1,0,0,5.92,4.37
2202,4,0,0,2.77,5.61
2203,13,0,0,0.38,0
2204,11,0,0,1.2,2.17
2205,1,0,0,5.92,4.39
2206,4,0,0,2.77,5.62
2207,13,0,0,0.4,0
2208,11,0,0,1.22,2.17
2209,1,0,0,5.92,4.4
2210,4,0,0,2.77,5.64
2211,13,0,0,0.42,0
2212,11,0,0,1.23,2.17
2213,1,0,0,5.92,4.42
2214,4,0,0,2.77,5.66
2215,13,0,0,0.43,0
2216,11,0,0,1.25,2.17
2217,1,0,0,5.92,4.44
2218,4,0,0,2.77,5.67
2219,13,0,0,0.45,0
2220,11,0,0,1.27,2.17
2221,1,0,0,5.92,4.45
2222,4,0,0,2.77,5.69
2223,13,0,0,0.47,0
2224,11,0,0,1.28,2.17
2225,1,0,0,5.92,4.47
2226,4,0,0,2.77,5.71
2227,13,0,0,0.48,0
2228,11,0,0,1.3,2.17
2229,1,0,0,5.92,4.49
2230,4,0,0,2.77,5.72
2231,13,0,0,0.5,0
2232,11,0,0,1.32,2.17
2233,1,0,0,5.92,4.5
2234,4,0,0,2.77,5.74
2235,13,0,0,0.52,0
2236,11,0,0,1.33,2.17
2237,1,0,0,5.92,4.52
2238,4,0,0,2.77,5.76
2239,13,0,0,0.53,0
2240,11,0,0,1.35,2.17
2241,1,0,0,5.92,4.54
2242,4,0,0,2.77,5.77
2243,13,0,0,0.55,0
2244,11,0,0,1.37,2.17
2245,1,0,0,5.92,4.55
2246,4,0,0,2.77,5.79
2247,13,0,0,0.57,0
2248,11,0,0,1.38,2.17
2249,1,0,0,5.92,4.57
2250,4,0,0,2.77,5.81
2251,13,0,0,0.58,0
2252,11,0,0,1.4,2.17
2253,1,0,0,5.92,4.59
2254,4,0,0,2.77,5.82
2255,13,0,0,0.6,0
2256,11,0,0,1.42,2.17
2257,1,0,0,5.92,4.6
2258,4,0,0,2.77,5.84
2259,13,0,0,0.62,0
2260,11,0,0,1.43,2.17
2261,1,0,0,5.92,4.62
2262,4,0,0,2.77,5.86
2263,13,0,0,0.63,0
2264,11,0,0,1.45,2.17
2265,1,0,0,5.92,4.64
2266,4,0,0,2.77,5.87
2267,13,0,0,0.65,0
2268,11,0,0,1.47,2.17
2269,1,0,0,5.92,4.65
2270,4,0,0,2.77,5.89
2271,13,0,0,0.67,0
2272,11,0,0,1.48,2.17
2273,1,0,0,5.92,4.67
2274,4,0,0,2.77,5.91
2275,13,0,0,0.68,0
2276,11,0,0,1.5,2.17
2277,1,0,0,5.92,4.69
2278,4,0,0,2.77,5.92
2279,13,0,0,0.7,0
2280,11,0,0,1.52,2.17
2281,1,0,0,5.92,4.7
2282,4,0,0,2.77,5.94
2283,13,0,0,0.72,0
2284,11,0,0,1.53,2.17
2285,1,0,0,5.92,4.72
2286,4,0,0,2.77,5.96
2287,13,0,0,0.73,0
2288,11,0,0,1.55,2.17
2289,1,0,0,5.92,4.74
2290,4,0,0,2.77,5.97
2291,13,0,0,0.75,0
2292,11,0,0,1.57,2.17
2293,1,0,0,5.92,4.75
2294,4,0,0,2.77,5.99
2295,13,0,0,0.77,0
2296,11,0,0,1.58,2.17
2297,1,0,0,5.92,4.77
2298,4,0,0,2.77,6.01
2299,13,0,0,0.78,0
2300,11,0,0,1.6,2.17
2301,1,0,0,5.92,4.79
2302,4,0,0,2.77,6.02
2303,13,0,0,0.8,0
2304,11,0,0,1.62,2.17
2305,1,0,0,5.92,4.8
2306,4,0,0,2.77,6.04
2307,13,0,0,0.82,0
2308,11,0,0,1.63,2.17
2309,1,0,0,5.92,4.82
2310,4,0,0,2.77,6.06
2311,13,0,0,0.83,0
2312,11,0,0,1.65,2.17
2313,1,0,0,5.92,4.84
2314,4,0,0,2.77,6.07
2315,13,0,0,0.85,0
2316,11,0,0,1.67,2.17
2317,1,0,0,5.92,4.85
2318,4,0,0,2.77,6.09
2319,13,0,0,0.87,0
2320,11,0,0,1.69,2.17
2321,1,0,0,5.92,4.87
2322,4,0,0,2.77,6.11
2323,13,0,0,0.88,0
2324,11,0,0,1.7,2.17
2325,1,0,0,5.92,4.89
2326,4,0,0,2.77,6.12
2327,13,0,0,0.9,0
2328,11,0,0,1.72,2.17
2329,1,0,0,5.92,4.9
2330,4,0,0,2.77,6.14
2331,13,0,0,0.92,0
2332,11,0,0,1.74,2.17
2333,1,0,0,5.92,4.92
2334,4,0,0,2.77,6.16
2335,13,0,0,0.93,0
2336,11,0,0,1.75,2.17
2337,1,0,0,5.92,4.94
2338,4,0,0,2.77,6.17
2339,13,0,0,0.95,0
2340,11,0,0,1.77,2.17
2341,1,0,0,5.92,4.95
2342,4,0,0,2.77,6.19
2343,13,0,0,0.97,0
2344,11,0,0,1.79,2.17
2345,1,0,0,5.92,4.97
2346,4,0,0,2.77,6.21
2347,13,0,0,0.98,0
2348,11,0,0,1.8,2.17
2349,1,0,0,5.92,4.99
2350,4,0,0,2.77,6.22
2351,13,0,0,1.0,0
2352,11,0,0,1.82,2.17
2353,1,0,0,5.92,5.0
2354,4,0,0,2.77,6.24
2355,13,0,0,1.02,0
2356,11,0,0,1.84,2.17
2357,1,0,0,5.92,5.02
2358,4,0,0,2.77,6.26
2359,13,0,0,1.03,0
2360,11,0,0,1.85,2.17
2361,1,0,0,5.92,5.04
2362,4,0,0,2.77,6.27
2363,13,0,0,1.05,0
2364,11,0,0,1.87,2.17
2365,1,0,0,5.92,5.06
2366,4,0,0,2.77,6.29
2367,13,0,0,1.07,0
2368,11,0,0,1.89,2.17
2369,1,0,0,5.92,5.07
2370,4,0,0,2.77,6.31
2371,13,0,0,1.08,0
2372,11,0,0,1.9,2.17
2373,1,0,0,5.92,5.09
2374,4,0,0,2.77,6.32
2375,13,0,0,1.1,0
2376,11,0,0,1.92,2.17
2377,1,0,0,5.92,5.11
2378,4,0,0,2.77,6.34
2379,13,0,0,1.12,0
2380,11,0,0,1.94,2.17
2381,1,0,0,5.92,5.12
2382,4,0,0,2.77,6.36
2383,13,0,0,1.13,0
2384,11,0,0,1.95,2.17
2385,1,0,0,5.92,5.14
2386,4,0,0,2.77,6.37
2387,13,0,0,1.15,0
2388,11,0,0,1.97,2.17
2389,1,0,0,5.92,5.16
2390,4,0,0,2.77,6.39
2391,13,0,0,1.17,0
2392,11,0,0,1.99,2.17
2393,1,0,0,5.92,5.17
2394,4,0,0,2.77,6.41
2395,13,0,0,1.18,0
2396,11,0,0,2.0,2.17
2397,1,0,0,5.92,5.19
2398,4,0,0,2.77,6.42
2399,13,0,0,1.2,0
2400,11,0,0,2.02,2.17
2401,1,0,0,5.92,5.21
2402,4,0,0,2.77,6.44
2403,13,0,0,1.22,0
2404,11,0,0,2.04,2.17
2405,1,0,0,5.92,5.22
2406,4,0,0,2.77,6.46
2407,13,0,0,1.23,0
2408,11,0,0,2.05,2.17
2409,1,0,0,5.92,5.24
2410,4,0,0,2.77,6.47
2411,13,0,0,1.25,0
2412,1,0,0,5.92,5.26
2413,4,0,0,2.77,6.49
2414,13,0,0,1.27,0
2415,1,0,0,5.92,5.27
2416,4,0,0,2.77,6.51
2417,13,0,0,1.28,0
2418,1,0,0,5.92,5.29
2419,4,0,0,2.77,6.52
2420,13,0,0,1.3,0
2421,1,0,0,5.92,5.31
2422,4,0,0,2.77,6.54
2423,13,0,0,1.32,0
2424,1,0,0,5.92,5.32
2425,4,0,0,2.77,6.56
2426,13,0,0,1.33,0
2427,1,0,0,5.92,5.34
2428,4,0,0,2.77,6.57
2429,13,0,0,1.35,0
2430,1,0,0,5.92,5.36
2431,4,0,0,2.77,6.59
2432,13,0,0,1.37,0
2433,1,0,0,5.92,5.37
2434,4,0,0,2.77,6.61
2435,13,0,0,1.38,0
2436,1,0,0,5.92,5.39
2437,4,0,0,2.77,6.62
2438,13,0,0,1.4,0
2439,1,0,0,5.92,5.41
2440,4,0,0,2.77,6.64
2441,13,0,0,1.42,0
2442,14,0,0,0.02,0
2443,1,0,0,5.92,5.42
2444,4,0,0,2.77,6.66
2445,13,0,0,1.43,0
2446,14,0,0,0.03,0
2447,1,0,0,5.92,5.44
2448,4,0,0,2.77,6.67
2449,13,0,0,1.45,0
2450,14,0,0,0.05,0
2451,1,0,0,5.92,5.46
2452,4,0,0,2.77,6.69
2453,13,0,0,1.47,0
2454,14,0,0,0.07,0
2455,1,0,0,5.92,5.47
2456,4,0,0,2.77,6.71
2457,13,0,0,1.48,0
2458,14,0,0,0.08,0
2459,1,0,0,5.92,5.49
2460,4,0,0,2.77,6.72
2461,13,0,0,1.5,0
2462,14,0,0,0.1,0
2463,1,0,0,5.92,5.51
2464,4,0,0,2.77,6.74
2465,13,0,0,1.52,0
2466,14,0,0,0.12,0
2467,1,0,0,5.92,5.52
2468,4,0,0,2.77,6.76
2469,13,0,0,1.53,0
2470,14,0,0,0.13,0
2471,1,0,0,5.92,5.54
2472,4,0,0,2.77,6.77
2473,13,0,0,1.55,0
2474,14,0,0,0.15,0
2475,1,0,0,5.92,5.56
2476,4,0,0,2.77,6.79
2477,13,0,0,1.57,0
2478,14,0,0,0.17,0
2479,1,0,0,5.92,5.57
2480,4,0,0,2.77,6.81
2481,13,0,0,1.58,0
2482,14,0,0,0.18,0
2483,1,0,0,5.92,5.59
2484,4,0,0,2.77,6.82
2485,13,0,0,1.6,0
2486,14,0,0,0.2,0
2487,1,0,0,5.92,5.61
2488,4,0,0,2.77,6.84
2489,13,0,0,1.62,0
2490,14,0,0,0.22,0
2491,1,0,0,5.92,5.62
2492,4,0,0,2.77,6.86
2493,13,0,0,1.63,0
2494,14,0,0,0.23,0
2495,1,0,0,5.92,5.64
2496,4,0,0,2.77,6.87
2497,13,0,0,1.65,0
2498,14,0,0,0.25,0
2499,1,0,0,5.92,5.66
2500,4,0,0,2.77,6.89
2501,13,0,0,1.67,0
2502,14,0,0,0.27,0
2503,1,0,0,5.92,5.67
2504,4,0,0,2.77,6.91
2505,13,0,0,1.69,0
2506,14,0,0,0.28,0
2507,1,0,0,5.92,5.69
2508,4,0,0,2.77,6.92
2509,13,0,0,1.7,0
2510,14,0,0,0.3,0
2511,1,0,0,5.92,5.71
2512,4,0,0,2.77,6.94
2513,13,0,0,1.72,0
2514,14,0,0,0.32,0
2515,1,0,0,5.92,5.72
2516,4,0,0,2.77,6.96
2517,13,0,0,1.74,0
2518,14,0,0,0.33,0
2519,1,0,0,5.92,5.74
2520,4,0,0,2.77,6.97
2521,13,0,0,1.75,0
2522,14,0,0,0.35,0
2523,1,0,0,5.92,5.76
2524,4,0,0,2.77,6.99
2525,13,0,0,1.77,0
2526,14,0,0,0.37,0
2527,1,0,0,5.92,5.77
2528,4,0,0,2.77,7.01
2529,13,0,0,1.79,0
2530,14,0,0,0.38,0
2531,1,0,0,5.92,5.79
2532,4,0,0,2.77,7.02
2533,13,0,0,1.8,0
2534,14,0,0,0.4,0
2535,1,0,0,5.92,5.81
2536,4,0,0,2.77,7.04
2537,13,0,0,1.82,0
2538,14,0,0,0.42,0
2539,1,0,0,5.92,5.82
2540,4,0,0,2.77,7.06
2541,13,0,0,1.84,0
2542,14,0,0,0.43,0
2543,1,0,0,5.92,5.84
2544,4,0,0,2.77,7.07
2545,13,0,0,1.85,0
2546,14,0,0,0.45,0
2547,1,0,0,5.92,5.86
2548,4,0,0,2.77,7.09
2549,13,0,0,1.87,0
2550,14,0,0,0.47,0
2551,1,0,0,5.92,5.87
2552,4,0,0,2.77,7.11
2553,13,0,0,1.89,0
2554,14,0,0,0.48,0
2555,1,0,0,5.92,5.89
2556,4,0,0,2.77,7.12
2557,13,0,0,1.9,0
2558,14,0,0,0.5,0
2559,1,0,0,5.92,5.91
2560,13,0,0,1.92,0
2561,14,0,0,0.52,0
2562,1,0,0,5.92,5.92
2563,13,0,0,1.94,0
2564,14,0,0,0.53,0
2565,1,0,0,5.92,5.94
2566,13,0,0,1.95,0
2567,14,0,0,0.55,0
2568,1,0,0,5.92,5.96
2569,13,0,0,1.97,0
2570,14,0,0,0.57,0
2571,1,0,0,5.92,5.97
2572,13,0,0,1.99,0
2573,14,0,0,0.58,0
2574,1,0,0,5.92,5.99
2575,13,0,0,2.0,0
2576,14,0,0,0.6,0
2577,1,0,0,5.92,6.01
2578,13,0,0,2.02,0
2579,14,0,0,0.62,0
2580,1,0,0,5.92,6.02
2581,13,0,0,2.04,0
2582,14,0,0,0.63,0
2583,1,0,0,5.92,6.04
2584,13,0,0,2.05,0
2585,14,0,0,0.65,0
2586,1,0,0,5.92,6.06
2587,13,0,0,2.07,0
2588,14,0,0,0.67,0
2589,1,0,0,5.92,6.07
2590,13,0,0,2.09,0
2591,14,0,0,0.68,0
2592,1,0,0,5.92,6.09
2593,13,0,0,2.1,0
2594,14,0,0,0.7,0
2595,4,0,0,2.77,7.14
2596,1,0,0,5.92,6.11
2597,13,0,0,2.12,0
2598,14,0,0,0.72,0
